Date,NewsSourceName,Headline,Polarity,Subjectivity,Category,,,,,,,,,,,,,,,
2018-11-22 17:38:47.886302,ABC,"California wildfires death toll reaches 86, more than 500 still unaccounted for",0.5,0.5,,,,,,,,,,,,,,,,
2018-11-22 17:38:47.886302,Breitbart,,,,,,,,,,,,,,,,,,,
2018-11-22 17:38:47.886302,Buzzfeed,,,,,,,,,,,,,,,,,,,
2018-11-22 17:38:47.886302,China Daily,,,,,,,,,,,,,,,,,,,
2018-11-22 17:38:47.886302,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-11-25 14:24:42.620643,Fox,Incoming Mexican gov't disputes report of asylum-seeker deal; Trump tweets firm stance on border,-0.1,0.2,,,,,,,,,,,,,,,,
2018-11-25 14:24:42.620643,NBC,Incoming Mexican government denies deal to hold asylum seekers in Mexico,0,0,,,,,,,,,,,,,,,,
2018-11-25 14:24:42.620643,Washington Post,"U.S., Mexico reach deal that would make asylum seekers wait outside U.S. ",0,0.05,,,,,,,,,,,,,,,,
2018-11-25 14:24:42.620643,ABC,"Mexico sends mixed signals on plan to host US asylum-seekers, as Trump doubles down",-0.08,0.27,,,,,,,,,,,,,,,,
2018-11-25 14:24:42.620643,Breitbart,,,,,,,,,,,,,,,,,,,
2018-11-25 14:24:42.620643,Buzzfeed,,,,,,,,,,,,,,,,,,,
2018-11-25 14:24:42.620643,China Daily,,,,,,,,,,,,,,,,,,,
2018-11-25 14:24:42.620643,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-11-26 19:11:12.312472,Fox,"High-profile, California Dem could lose key position on Senate Judiciary Committee",0,1,,,,,,,,,,,,,,,,
2018-11-26 19:11:12.312472,NBC,U.S. fires tear gas on migrants trying to rush across border ,0,0,,,,,,,,,,,,,,,,
2018-11-26 19:11:12.312472,Washington Post,Caravan crisis escalates with tear gas and entry closure at the border,0,0,,,,,,,,,,,,,,,,
2018-11-26 19:11:12.312472,ABC,U.S.-Mexico border reopened after migrants attempt to breach fence: Border Patrol,0,0,,,,,,,,,,,,,,,,
2018-11-26 19:11:12.312472,Breitbart,,,,,,,,,,,,,,,,,,,
2018-11-26 19:11:12.312472,Buzzfeed,,,,,,,,,,,,,,,,,,,
2018-11-26 19:11:12.312472,China Daily,,,,,,,,,,,,,,,,,,,
2018-11-26 19:11:12.312472,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-11-27 14:44:15.544617,Fox,"Trump barnstorms in Mississippi before pivotal Senate special election, touts border security",0.43,0.69,,,,,,,,,,,,,,,,
2018-11-27 14:44:15.544617,NBC,"Mueller's team says Paul Manafort lied to investigators, breaking plea deal ",0,0,,,,,,,,,,,,,,,,
2018-11-27 14:44:15.544617,Washington Post,"Mueller says Manafort lied after pleading guilty, should be sentenced immediately",-0.5,1,,,,,,,,,,,,,,,,
2018-11-27 14:44:15.544617,ABC,Special counsel says former Trump campaign chairman broke cooperation deal,0.18,0.29,,,,,,,,,,,,,,,,
2018-11-27 14:44:15.544617,Breitbart,,,,,,,,,,,,,,,,,,,
2018-11-27 14:44:15.544617,Buzzfeed,,,,,,,,,,,,,,,,,,,
2018-11-27 14:44:15.544617,China Daily,,,,,,,,,,,,,,,,,,,
2018-11-27 14:44:15.544617,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-11-28 16:38:23.420875,Fox,President congratulates Hyde-Smith for holding off Dem in Miss. special election Senate runoff,0.36,0.57,,,,,,,,,,,,,,,,
2018-11-28 16:38:23.420875,NBC,Republican Hyde-Smith projected to beat Democrat Espy in Mississippi Senate race ,0,0,,,,,,,,,,,,,,,,
2018-11-28 16:38:23.420875,Washington Post,Trump says he’s ‘not even a little bit happy’ with Fed chairman,0.31,0.75,,,,,,,,,,,,,,,,
2018-11-28 16:38:23.420875,ABC,Mississippi voters send Hyde-Smith back to Senate after runoff marred by controversy,0,0,,,,,,,,,,,,,,,,
2018-11-28 16:38:23.420875,Breitbart,,,,,,,,,,,,,,,,,,,
2018-11-28 16:38:23.420875,Buzzfeed,,,,,,,,,,,,,,,,,,,
2018-11-28 16:38:23.420875,China Daily,,,,,,,,,,,,,,,,,,,
2018-11-28 16:38:23.420875,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-11-29 22:22:09.903839,Fox,"Migrants stranded at border battle tuberculosis, lice, HIV as Tijuana officials decry soaring expenses",0,0,,,,,,,,,,,,,,,,
2018-11-29 22:22:09.903839,NBC,Trump and China's Xi get ready to tango in Buenos Aires,0.2,0.5,,,,,,,,,,,,,,,,
2018-11-29 22:22:09.903839,Washington Post,Senators back effort to end U.S. support for Saudi-led campaign in Yemen,0,0,,,,,,,,,,,,,,,,
2018-11-29 22:22:09.903839,ABC,Michael Cohen expected to plead guilty to lying to Congress: Sources,-0.3,0.7,,,,,,,,,,,,,,,,
2018-11-29 22:22:09.903839,Breitbart,,,,,,,,,,,,,,,,,,,
2018-11-29 22:22:09.903839,Buzzfeed,,,,,,,,,,,,,,,,,,,
2018-11-29 22:22:09.903839,China Daily,,,,,,,,,,,,,,,,,,,
2018-11-29 22:22:09.903839,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-11-30 18:41:33.678321,Fox,Paul Ryan questions California's 'bizarre' vote-counting process after GOP rout in midterms,0.4,0.6,,,,,,,,,,,,,,,,
2018-11-30 18:41:33.678321,NBC,Mueller casts 'dark cloud' over Trump's trip to Argentina,-0.15,0.4,,,,,,,,,,,,,,,,
2018-11-30 18:41:33.678321,Washington Post,Trump emerges as a central subject of Mueller probe,-0.08,0.29,,,,,,,,,,,,,,,,
2018-11-30 18:41:33.678321,ABC,5 key takeaways from Michael Cohen’s new plea deal with Mueller,0.07,0.73,,,,,,,,,,,,,,,,
2018-11-30 18:41:33.678321,Breitbart,,,,,,,,,,,,,,,,,,,
2018-11-30 18:41:33.678321,Buzzfeed,,,,,,,,,,,,,,,,,,,
2018-11-30 18:41:33.678321,China Daily,,,,,,,,,,,,,,,,,,,
2018-11-30 18:41:33.678321,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-05 21:20:58.124989,Fox,"Rudy slams Mueller's team of 'sick puppies,' says Flynn memo offers no collusion evidence",-0.31,0.43,miscellaneous,,,,,,,,,,,,,,,
2018-12-05 21:20:58.124989,NBC,Mueller's office recommends little to no jail time for Michael Flynn,-0.07,0.25,miscellaneous,,,,,,,,,,,,,,,
2018-12-05 21:20:58.124989,Washington Post,Mueller urges no prison time for Flynn after ‘substantial’ aid,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-05 21:20:58.124989,ABC,"'Start Here': Flynn, Wells Fargo, North Carolina",0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-05 21:20:58.124989,Breitbart,"Full Scale of Brexit Betrayal RevealedMay Crosses ’Red Line,’ Creates Trade Border within U.K.",0.17,0.28,international,,,,,,,,,,,,,,,
2018-12-05 21:20:58.124989,Buzzfeed,Pete Davidson Seems To Have Blocked Ariana Grande On Social Media,0.03,0.07,miscellaneous,,,,,,,,,,,,,,,
2018-12-05 21:20:58.124989,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-05 21:20:58.124989,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-06 13:26:44.092129,Fox,"Mueller-referred probe into Obama WH Counsel Greg Craig, Clinton-linked Tony Podesta heats up: report",0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-06 13:26:44.092129,NBC,"A day of contrast: Trump's dark view, Bush's points of light",0.12,0.55,miscellaneous,,,,,,,,,,,,,,,
2018-12-06 13:26:44.092129,Washington Post,Saudi-funded lobbyist paid for 500 rooms at Trump’s hotel in late 2016,-0.3,0.6,miscellaneous,,,,,,,,,,,,,,,
2018-12-06 13:26:44.092129,ABC,Search on for missing Marine planes off Japan,-0.2,0.05,miscellaneous,,,,,,,,,,,,,,,
2018-12-06 13:26:44.092129,Breitbart,"Poll: Immigration Remains Most Important Issue for Trump Voters, Conservatives",0.45,0.75,politics,,,,,,,,,,,,,,,
2018-12-06 13:26:44.092129,Buzzfeed,19 Random Facts That Will Make You Rethink Your Entire Life,-0.25,0.56,miscellaneous,,,,,,,,,,,,,,,
2018-12-06 13:26:44.092129,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-06 13:26:44.092129,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-07 13:23:25.062975,Fox,"Clinton Foundation whistleblowers have hundreds of pages of evidence, Meadows says",0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-07 13:23:25.062975,NBC,Trump expected to tap State Department spokeswoman as ambassador to United Nations,-0.1,0.4,politics,,,,,,,,,,,,,,,
2018-12-07 13:23:25.062975,Washington Post,Trump to nominate State Department spokeswoman as U.N. ambassador,0,0,politics,,,,,,,,,,,,,,,
2018-12-07 13:23:25.062975,ABC,CNN headquarters evacuated due to bomb threat,-0.12,0.38,miscellaneous,,,,,,,,,,,,,,,
2018-12-07 13:23:25.062975,Breitbart,Trump Expected to Pick Fox News Alum Nauert for U.N. Ambassador,-0.1,0.4,politics,,,,,,,,,,,,,,,
2018-12-07 13:23:25.062975,Buzzfeed,Can You Ace This Surprisingly Difficult 2018 Trivia Quiz?,-0.5,1,miscellaneous,,,,,,,,,,,,,,,
2018-12-07 13:23:25.062975,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-07 13:23:25.062975,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-24 15:34:38.768966,Fox,Migrant organizer accused of downplaying risks of dangerous trek to border,-0.6,0.9,miscellaneous,,,,,,,,,,,,,,,
2018-12-24 15:34:38.768966,NBC,Inside Bernie-world's war on Beto O'Rourke,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-24 15:34:38.768966,Washington Post,Trump forces out Defense Secretary Jim Mattis two months early,0.1,0.3,politics,,,,,,,,,,,,,,,
2018-12-24 15:34:38.768966,ABC,Trump not going to change mind on Syria: Mulvaney,0,0,politics,,,,,,,,,,,,,,,
2018-12-24 15:34:38.768966,Breitbart,"Gorka on Wall Funding: ‘Nothing Is Going to Happen’… McConnell, Ryan ‘RINOs on Issue’",0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-24 15:34:38.768966,Buzzfeed,21 “Gilmore Girls” Moments That Are So Lorelai It Hurts,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-24 15:34:38.768966,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-24 15:34:38.768966,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-25 13:29:41.440228,Fox,Chief Justice Roberts weighs in on case potentially tied to Mueller,0,1,miscellaneous,,,,,,,,,,,,,,,
2018-12-25 13:29:41.440228,NBC,White people only: 'White spaces' become places to work through racism,0,0.33,miscellaneous,,,,,,,,,,,,,,,
2018-12-25 13:29:41.440228,Washington Post, Impasse continues as workers idled by shutdown worry about paying the bills,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-25 13:29:41.440228,ABC,Dow plunges in worst Christmas Eve for stocks,-1,1,miscellaneous,,,,,,,,,,,,,,,
2018-12-25 13:29:41.440228,Breitbart,NYT Pressures Credit Card Giants to Block Gun Purchases  ’Unwittingly Financing Mass Shootings’,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-25 13:29:41.440228,Buzzfeed,A Former Disney Channel Actor Has Been Charged For Trying To Have Sex With A 13-Year-Old,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-25 13:29:41.440228,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-25 13:29:41.440228,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-26 16:55:43.879526,Fox,"
Democrat Ocasio-Cortez says Jesus was 'refugee' in Christmas tweet",0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-26 16:55:43.879526,NBC,"Trump digs in on the wall, Dems and Comey: 'Other than that... merry Christmas'",-0.12,0.38,politics,,,,,,,,,,,,,,,
2018-12-26 16:55:43.879526,Washington Post,"Economic growth is slowing around the world, feeding a financial sell-off",0.1,0.1,miscellaneous,,,,,,,,,,,,,,,
2018-12-26 16:55:43.879526,ABC,"Trump: Federal workers support shutdown, want wall",0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-26 16:55:43.879526,Breitbart,Ocasio-Cortez Wishes Merry  Christmas to ‘Refugee Babies in Mangers’,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-26 16:55:43.879526,Buzzfeed,24 Times Dwight And Angela Were The Most Hilarious Part Of “The Office”,0.5,0.75,miscellaneous,,,,,,,,,,,,,,,
2018-12-26 16:55:43.879526,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-26 16:55:43.879526,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-27 21:45:22.961082,Fox,"President, first lady land in US, returning from surprise visit to see US troops in Iraq",0.25,0.33,miscellaneous,,,,,,,,,,,,,,,
2018-12-27 21:45:22.961082,NBC,Probe of Trump's charity could crash 'like a Mack Truck' into his real estate empire,0.2,0.3,miscellaneous,,,,,,,,,,,,,,,
2018-12-27 21:45:22.961082,Washington Post,Trump visits U.S. troops in Iraq in first trip to a conflict zone,0.25,0.33,politics,,,,,,,,,,,,,,,
2018-12-27 21:45:22.961082,ABC,Iraqis demand US withdrawal after Trump visit,0,0,politics,,,,,,,,,,,,,,,
2018-12-27 21:45:22.961082,Breitbart,Never Trumpers Wish for Economic Crash to Take Out POTUS,0.2,0.2,miscellaneous,,,,,,,,,,,,,,,
2018-12-27 21:45:22.961082,Buzzfeed,Only Read These 21 Jokes If You Don’t Like Children,0,1,miscellaneous,,,,,,,,,,,,,,,
2018-12-27 21:45:22.961082,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-27 21:45:22.961082,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-28 16:37:25.214407,Fox,'Build the Wall!' Trump tweets as manhunt continues for illegal-immigrant suspect in Calif. cop's death,0,0,politics,,,,,,,,,,,,,,,
2018-12-28 16:37:25.214407,NBC,"800,000 government workers may need financial aid as shutdown drags on",0,0,politics,,,,,,,,,,,,,,,
2018-12-28 16:37:25.214407,Washington Post,Trump’s visit to Iraq prompts concerns about politicization of military,-0.1,0.1,miscellaneous,,,,,,,,,,,,,,,
2018-12-28 16:37:25.214407,ABC,Student tried to flee U.S. to evade murder charges,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-28 16:37:25.214407,Breitbart,Donald Trump Defies ‘Fake News’ CNN: ‘I Will Sign’ MAGA Hats for the Troops‘Can you imagine my saying NO?’,-0.5,1,politics,,,,,,,,,,,,,,,
2018-12-28 16:37:25.214407,Buzzfeed,18 Tweet Videos From 2018 That Are Way Funnier Than They Should Be,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-28 16:37:25.214407,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-28 16:37:25.214407,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-29 21:18:30.429532,Fox,New arrests in cop's death bring total to 8; seized handgun may be murder weapon: reports,0.07,0.6,miscellaneous,,,,,,,,,,,,,,,
2018-12-29 21:18:30.429532,NBC,'We're in this for the long haul': Both sides brace for a lengthy government shutdown,-0.05,0.4,politics,,,,,,,,,,,,,,,
2018-12-29 21:18:30.429532,Washington Post,Trump retreats from public view as shutdown continues over border wall fight,0,0.07,politics,,,,,,,,,,,,,,,
2018-12-29 21:18:30.429532,ABC,4 dead in tour bus bomb attack: Officials,-0.2,0.4,miscellaneous,,,,,,,,,,,,,,,
2018-12-29 21:18:30.429532,Breitbart,Michael Moore’s New Year Wish: ‘As Many Members of the Trump Family in Orange Jumpsuits As Possible’,0.21,0.65,politics,,,,,,,,,,,,,,,
2018-12-29 21:18:30.429532,Buzzfeed,19 Things That People Did This Year That Helped Them Love Their Bodies,0.5,0.6,miscellaneous,,,,,,,,,,,,,,,
2018-12-29 21:18:30.429532,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-29 21:18:30.429532,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-30 12:08:52.509494,Fox,"Trump 'waiting' for Dems to negotiate on shutdown, says they're focused on 'Presidential Harassment'",0,0,politics,,,,,,,,,,,,,,,
2018-12-30 12:08:52.509494,NBC,New California divorce law: Treat pets like people — not property to be divided up,0.14,0.45,miscellaneous,,,,,,,,,,,,,,,
2018-12-30 12:08:52.509494,Washington Post,"After brutal three months, market volatility likely to continue in 2019",-0.44,1,miscellaneous,,,,,,,,,,,,,,,
2018-12-30 12:08:52.509494,ABC,American monitored for possible Ebola exposure,0,0.5,miscellaneous,,,,,,,,,,,,,,,
2018-12-30 12:08:52.509494,Breitbart,"WATCH: Transgender Lashes Out at Clerk After Being Called ‘Sir’’Motherf*****, take it outside if you want to call me sir again’",0,0.05,miscellaneous,,,,,,,,,,,,,,,
2018-12-30 12:08:52.509494,Buzzfeed,Movies’ Biggest Winners And Losers In 2018,-0.2,0.2,miscellaneous,,,,,,,,,,,,,,,
2018-12-30 12:08:52.509494,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-30 12:08:52.509494,Sixth Tone,,,,,,,,,,,,,,,,,,,
2018-12-31 17:12:29.729623,Fox,Graham feels 'a lot better' about Trump's Syria strategy after White House lunch,0.25,0.25,miscellaneous,,,,,,,,,,,,,,,
2018-12-31 17:12:29.729623,NBC,"Affordable Care Act is law while ruling striking it down appealed, judge rules",0.17,0.64,miscellaneous,,,,,,,,,,,,,,,
2018-12-31 17:12:29.729623,Washington Post,"From sex selection to surrogates, American IVF clinics provide services outlawed elsewhere",0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-31 17:12:29.729623,ABC,Mueller investigation shows no sign of slowing up,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-31 17:12:29.729623,Breitbart,2018: 9 Times Hollywood Celebs Attacked FLOTUS Melania Trump,0,0,miscellaneous,,,,,,,,,,,,,,,
2018-12-31 17:12:29.729623,Buzzfeed,"14 Situations That’ll Make You Say, “Weird Flex, But Ok”",0,0.75,miscellaneous,,,,,,,,,,,,,,,
2018-12-31 17:12:29.729623,China Daily,,,,,,,,,,,,,,,,,,,
2018-12-31 17:12:29.729623,Sixth Tone,,,,,,,,,,,,,,,,,,,
2019-01-01 11:29:13.327280,Fox,Trump swipes at Warren over her 2020 confidence in Fox News interview,0,0,politics,,,,,,,,,,,,,,,
2019-01-01 11:29:13.327280,NBC,Warren's messaging could reshape the 2020 Democratic primary,0.4,0.5,miscellaneous,,,,,,,,,,,,,,,
2019-01-01 11:29:13.327280,Washington Post,Warren’s jump into the presidential campaign kicks 2020 race into high gear,0.16,0.54,politics,,,,,,,,,,,,,,,
2019-01-01 11:29:13.327280,ABC,"Concrete wall was 'never abandoned,' Trump says",0.15,0.3,politics,,,,,,,,,,,,,,,
